cycle, observation, reward, action, explored, explore_rate, total reward, average reward
5051, 0, 1, 0, 0, 9.88131e-324, 3258, 0.645021
5052, 1, 0, 1, 0, 9.88131e-324, 3258, 0.644893
5053, 0, 0, 0, 0, 9.88131e-324, 3258, 0.644765
5054, 0, 1, 0, 0, 9.88131e-324, 3259, 0.644836
5055, 0, 1, 0, 0, 9.88131e-324, 3260, 0.644906
5056, 1, 0, 0, 0, 9.88131e-324, 3260, 0.644778
5057, 0, 1, 0, 0, 9.88131e-324, 3261, 0.644849
5058, 0, 1, 0, 0, 9.88131e-324, 3262, 0.644919
5059, 0, 1, 0, 0, 9.88131e-324, 3263, 0.644989
5060, 0, 1, 1, 0, 9.88131e-324, 3264, 0.645059
5061, 1, 1, 0, 0, 9.88131e-324, 3265, 0.645129
5062, 0, 1, 1, 0, 9.88131e-324, 3266, 0.6452
5063, 0, 0, 1, 0, 9.88131e-324, 3266, 0.645072
5064, 0, 0, 0, 0, 9.88131e-324, 3266, 0.644945
5065, 0, 1, 0, 0, 9.88131e-324, 3267, 0.645015
5066, 0, 1, 0, 0, 9.88131e-324, 3268, 0.645085
5067, 0, 1, 0, 0, 9.88131e-324, 3269, 0.645155
5068, 0, 1, 0, 0, 9.88131e-324, 3270, 0.645225
5069, 1, 0, 0, 0, 9.88131e-324, 3270, 0.645098
5070, 0, 1, 0, 0, 9.88131e-324, 3271, 0.645168
5071, 1, 0, 1, 0, 9.88131e-324, 3271, 0.64504
5072, 0, 0, 0, 0, 9.88131e-324, 3271, 0.644913
5073, 1, 0, 1, 0, 9.88131e-324, 3271, 0.644786
5074, 0, 0, 0, 0, 9.88131e-324, 3271, 0.644659
5075, 0, 1, 1, 0, 9.88131e-324, 3272, 0.644729
5076, 1, 1, 0, 0, 9.88131e-324, 3273, 0.644799
5077, 0, 1, 0, 0, 9.88131e-324, 3274, 0.644869
5078, 0, 1, 0, 0, 9.88131e-324, 3275, 0.644939
5079, 1, 0, 0, 0, 9.88131e-324, 3275, 0.644812
5080, 1, 0, 1, 0, 9.88131e-324, 3275, 0.644685
5081, 0, 0, 0, 0, 9.88131e-324, 3275, 0.644558
5082, 0, 1, 0, 0, 9.88131e-324, 3276, 0.644628
